id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
2461,0,"olap , relational , and multidimensional database systems",g colliat,sigmod record,1996,retrieval and delivery of information in multimedia database systems,"f golshani , n dimitrova",,1994
2462,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,object placement in parallel object-oriented database systems,"s ghandeharizadeh , d wilhite , k lin , x zhao",,
2463,0,nsf workshop on industrial/academic cooperation in database systems,,,1999,report of the workshop on semantic heterogeneity and interoperation in multidatabase systems,"p drew , r king , d mcleod , m rusinkiewicz , a","sigmod record ,",1993
2464,0,optimizing object queries using an effective calculus,"l fegaras , d maier",acm trans . database syst .,2000,toward an effective calculus for object query processing,"l fegaras , d maier","proc . acm sigmod conf . on management of data ,",
2465,0,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,an extensible program representation for object-oriented software,"ba malloy , jd mcgregor , a krishnaswamy , m","acm sigplan notices ,",1994
2466,0,repositories and object oriented databases,p bernstein,sigmod record,1998,? ? logical semantics for object oriented databasesa ??,"j meseguer , x quian","proceedings sigmod conference on management of data , may ,",
2467,0,optimizing queries on files,"m consens , t milo",sigmod conference,1994,optimizing queries over multimedia repositories,i kaist,,
2468,0,management of multidimensional discrete data,p baumann,vldb j.,1994,tertiary storage support for multidimensional data,b reiner,"vldb supercomputing databases workshop , rome , september ,",
2469,0,editorial,,,2002,editorial,ca insko,"journal of personality and social psychology ,",
2470,0,archiving scientific data,"p buneman , s khanna , k tajima , w tan",sigmod conference,2002,knowledge discovery in scientific data,s rudolph,"data mining and knowledge discovery : theory , tools , and & hellip ; ,",2000
2471,0,free parallel data mining,"b li , d shasha",sigmod conference,1998,definitive parallel programming,m slade,,
2472,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998
2473,0,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,re-tree : an efficient index structure for regular expressions,"c chee-yao , m garofalakis , r rastogi","proceedings of the vldb conference , hong kong ,",
2474,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,temporal inegrity constraints in relational databases,j chomicki,,
2475,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham","sigmod conference ,",2001
2476,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,study of native xml database systems,cs report,,
2477,0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"l liu , c pu , d buttler , w han , h paques , w tang",sigmod conference,2000,dbis-toolkit : adaptive middleware for large scale data delivery,m altinela ? |,& hellip ; of the 1999 international conference on management of data,
2478,0,issues in data stream management,"l golab , m §Øzsu",sigmod record,2003,temporal data management,"a segev , k kawagoe","proceedings of the international conference on very large & hellip ; ,",
2479,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,construction of relations in relational databases,el lozinskii,"acm transactions on database systems ,",1980
2480,0,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,b.a $ ozden . resource scheduling for composite multimedia objects . tech,"mn garofalakis , ye ioannidis","memorandum bl0112330-980225-03tm , bell laboratories , february",
2481,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,open object database management systems,ja blakeley,"proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994
2482,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989
2483,0,data extraction and transformation for the data warehouse,c squire,sigmod conference,1995,the whips prototype for data warehouse creation and maintenance,"wj labio , y zhuge , jl wiener , h gupta , h garcia -","sigmod conference ,",1997
2484,0,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995,a practical approach to realizing extended transaction models,"r barga , c pu","proc . 21st conf . very large data bases ,",
2485,0,theory of answering queries using views,a halevy,sigmod record,2000,complexity of answering queries using materialized views,s abiteboul,,
2486,0,coalescing in temporal databases,"m b?hlen , r snodgrass , m soo",vldb,1996,toward completeness of temporal databases,sk gadia,unpublished,
2487,0,progressive evaluation of nested aggregate queries,"k tan , c goh , b ooi",vldb j.,2000,parallel evaluation of recursive rule queries,"sc ck , p kanellakis",proceedings of the fifth acm sigact-sigmod symposium on,
2488,0,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,optimization and evaluation of generalized top queries,"p ciaccia , r cornacchia , a ghidini",,
2489,0,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy","sigmod record ,",1995
2490,0,editor 's notes,a segev,sigmod record,1994,editors ' notes,"pj gray , tw banta","new directions for higher education ,",
2491,0,further improvements on integrity constraint checking for stratifiable deductive databases,"s lee , t ling",vldb,1996,integrity constraints in multiversion databases,"a doucet , s gancarski , g jomier , s monties","lecture notes in computer science ,",1996
2492,0,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,incremental clustering for mining in a data warehousing environment,"m ester , hp kriegel , j sander , m wimmer , x xu","vldb ,",1998
2493,0,real-time index concurrency control,"j haritsa , s seshadri",sigmod record,1996,real-time control of pressure and current profile in jet,"d mazon , w ctte-j","proc . 29th eur . conf . on plasma physics and controlled & hellip ; ,",
2494,0,safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,semantics of query languages for network databases,k subieta,"acm transactions on database systems ,",1985
2495,0,disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,disjunctive defaults,"m gelfond , m truszczynski",,
2496,0,sonar : system for optimized numeric associationrules,"t fukuda , y morimoto , s morishita , t tokuyama",sigmod conference,1996,"t. '' mining optimized association rules for numeric attributes , . ''","ty fukada , m sinichi , m tokuyama","proceedings of the acm sigmod international conference on & hellip ; ,",
2497,0,temporal database system implementations,m b?hlen,sigmod record,1995,texor : temporal xml database on an object-relational database system,"k n? ? rvag , m limstrand , l myklebust","submitted for publication ,",2002
2498,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,rule and data allocation in distributed deductive database systems,"sj lim , yk ng",,
2499,0,overview of the stanford real-time information processor ( strip ),"b adelberg , b kao , h garcia-molina",sigmod record,1996,the role of time in information processing,"a bolour , l anderson , l dekeyser , h wong",sigmod,
2500,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,database management systems on a multi-computer computer,m sinutko,"sigmod record ,",1977
2501,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,index configuration in object-oriented databases,e bertino,"the vldb journal the international journal on very large & hellip ; ,",1994
2502,0,adaptive selectivity estimation using query feedback,"c chen , n roussopoulos",sigmod conference,1994,practical selectivity estimation through adaptive sampling,rj lipton,,
2503,0,guest editorial,,,2001,editorial,"am jell , dn clough","bt technology journal ,",2000
2504,0,outlier detection for high dimensional data,"c aggarwal , p yu",sigmod conference,2001,subspace clustering for high dimensional data : a review,"l parsons , e haque , h liu",,
2505,0,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999,the analysis of the effects of concurrency control on distributed database system performance,dz badal,"vldb ,",
2506,0,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,llo : an object-oriented deductive language with methods and method inheritance,y lou,,
2507,0,a framework for information visualisation,"j kennedy , k mitchell , p barclay",sigmod record,1996,bead : explorations in information visualisation,"m chalmers , p chitson","proc . acm sigira ?? 92 ,",
2508,0,a taxonomy for secure object-oriented databases,"m olivier , s solms",acm trans . database syst .,1994,querying object-oriented databases,m kifer,,
2509,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,object placement in parallel object-oriented database systems,"s ghandeharizadeh , d wilhite , k lin , x zhao",,
2510,0,report on the semantic web workshop at www 2002,,,2002,"report on the 3rd web dynamics workshop , at wwwa ?? 2004","m levene , a poulovassilis","sigmod record ,",2004
2511,0,champagne : data change propagation for heterogeneous information systems,"r rantzau , c constantinescu , u heinkel , h meinecke",vldb,2002,object exchange across heterogeneous information sources,"mj carey , lm haas , pm schwarz , m arya , wf cody , r","technical report , stanford university ,",
2512,0,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,updating relational databases through xml views,v braganholo,,
2513,0,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000,a stochastic approach for clustering in object bases,"mm tsangaris , jf naughton",,
2514,0,peer-to-peer : harnessing the power of disruptive technologies,m nascimento,sigmod record,2003,harnessing the power of disruptive technologies,ao peer-to-peer,,2001
2515,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,optimization techniques for queries with expensive predicates,jm hellerstein,"acm transactions on database systems ,",
2516,0,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998,set query optimization in distributed database systems,"b gavish , a segev","acm transactions on database systems ,",1986
2517,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,xquery implementation in a relational database system,"s pal , i cseri , o seeliger , m rys , g schaller , w",submitted for,
2518,0,report on the first international workshop an efficient web-based information systems,,,2003,report on the first ieee international workshop on networking meets databases ( netdba ?? 05 ),"c shahabi , r govindan , k aberer","sigmod record ,",2005
2519,0,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,"m missikoff , m toiati",sigmod conference,1994,"c. , and wallrath , m. 1987 . an object-oriented database system for engineering applications","a kemper , p lockemann","& hellip ; of international conference on management of data , acm",
2520,1,ariadne : a system for constructing mediators for internet sources,"j ambite , n ashish , g barish , c knoblock , s minton , p modi , i muslea , a philpot , s tejada",sigmod conference,1998,ariadne : a system for constructing mediators for internet sources ( demonstration ),"j ambite , n ashish , g barish , a knoblock , s minton","proceedings of acm sigmoda ?? 98 conference on management of & hellip ; ,",
2521,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,join index hierarchy : an indexing structure for efficient navigation in object-oriented databases,"j han , z xie , y fu",,
2522,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004
2523,0,open object database management systems,,,1994,the araneus web-base management system,"p atzeni , g mecca , p merialdo , a masci , g sindoni","proc . int . conf . sigmod ,",
2524,0,industry perspectives,l seligman,sigmod record,1997,crypto policy perspectives,s landau,"communications-acm ,",1994
2525,1,automatic subspace clustering of high dimensional data for data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",sigmod conference,1998,automatic subspace clustering of high dimensional data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan","proceedings of acm sigmod international conference on & hellip ; ,",
2526,0,relaxed transaction processing,"m singh , c tomlinson , d woelk",sigmod conference,1994,transaction monitoring in encompass [ tm ] : reliable distributed transaction processing,a borr,"proceedings of vldb ,",1981
2527,1,beyond market baskets : generalizing association rules to correlations,"s brin , r motwani , c silverstein",sigmod conference,1997,beyond market baskets : generalizing association rules to correlations,"c silverstein , r motwani , s brin","proc . acm sigmod conf ,",
2528,0,multimediaminer : a system prototype for multimedia data mining,"o za§ñane , j han , z li , s chee , j chiang",sigmod conference,1998,multimedia data mining,acm sigkdd,,
2529,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining exceptions and quantitative association rules in olap data cube,q chen,,1999
2530,0,fast incremental indexing for full-text information retrieval,"e brown , j callan , w croft",vldb,1994,variations on language modeling for information retrieval,w kraaij,"acm sigir forum ,",2005
2531,0,guest editorial,,,2003,editorial,"g cosier , p hughes","bt technology journal ,",2001
2532,1,query engines for web-accessible xml data,"l fegaras , r elmasri",vldb,2001,query engines for web-accessible xml data,"l fegaras , r elmasri","vldb ,",2001
2533,0,functional properties of information filtering,"r sawai , m tsukamoto , y loh , t terada , s nishio",vldb,2001,interaction-induced light scattering as a source of information on properties and interactions of,"n meinander , gc tabisz , sm el-sheikh","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991
2534,0,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000,birch : an efficient data clustering method for large databases,"t zhang , r ramakrishnan , m linvy",proc . of 1996 acm-sigmod int . conf . on management of,
2535,0,editor 's notes,l liu,sigmod record,2002,editors ' notes,jh astrachan,,
2536,0,spirit : sequential pattern mining with regular expression constraints,"m garofalakis , r rastogi , k shim",vldb,1999,squire : sequential pattern mining with quantities,"c kim , jh lim , r ng , k shim","data engineering , 2004 . proceedings . 20th international",
2537,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,exact : an extensible approach to active object-oriented databases,"o d?az , a jaime","the vldb journal the international journal on very large & hellip ; ,",1997
2538,0,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom",sigmod record,2003,query optimization in compressed database systems,"z chen , j gehrke , f korn",,
2539,0,the wasa2 object-oriented workflow management system,"g vossen , m weske",sigmod conference,1999,agflow : agent-based cross-enterprise workflow management system,"l zeng , b benatallah , p nguyen , ahh ngu","proceedings of the 27th international conference on very & hellip ; ,",2001
2540,0,hierarchies and relative operators in the olap environment,"e pourabbas , m rafanelli",sigmod record,2000,characterization of hierarchies and some operators in olap environment,"e pourabbas , m rafanelli",,
2541,0,editorial,,,2002,guest editorial,"f casati , mc shan , d georgakopoulos","the vldb journal the international journal on very large & hellip ; ,",2001
2542,1,benchmarking spatial join operations with spatial output,"e hoel , h samet",vldb,1995,benchmarking spatial join operations with spatial output,"eg hoel , h samet","proceedings of the international conference on very large & hellip ; ,",1995
2543,1,web caching for database applications with oracle web cache,"j anton , l jacobs , x liu , j parker , z zeng , t zhong",sigmod conference,2002,web caching for database applications with oracle web cache,"j anton , l jacobs , x liu , j parker , z zeng , t","sigmod conference ,",2002
2544,0,a probabilistic relational model and algebra,"d dey , s sarkar",acm trans . database syst .,1996,pwa : a probabilistic web algebra,"d smith , r sukhahuta",proc . acm,
2545,0,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,algorithms for mining distance-based outliers in large database,"k edwin , r ng","new york : in proc . of the vldb conference ,",
2546,0,editorial,,,2001,guest editorial,"j mai , e marani , s hakomori","the histochemical journal ,",1992
2547,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,semantics based synchronization in database systems,v krishnaswamy,,1993
2548,0,dynamic information visualization,y ioannidis,sigmod record,1996,galaxy of news and information landscapes : dynamic visualization and access of information in a,e rennison,demonstration,
2549,0,irisnet : an architecture for internet-scale sensing services,"s nath , a deshpande , y ke , p gibbons , b karp , s seshan",vldb,2003,creating a scalable architecture for internet measurement,"a adams , j mahdavi , m mathis",,
2550,0,the naos system,"c collet , t coupaye",sigmod conference,1995,the illiac iv system,"wj bouknight , sa denenberg , de mcintyre , jm","proc . ieee ,",
2551,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,effective clustering of complex objects in object-oriented databases,"rc jia-bing , ar hurson",,
2552,0,on spatially partitioned temporal join,"h lu , b ooi , k tan",vldb,1994,size separation spatial join,"n koudas , kc sevcik","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997
2553,0,gigascope : a stream database for network applications,"c cranor , t johnson , o spatscheck , v shkapenyuk",sigmod conference,2003,streamit : a language for streaming applications,"w thies , m karczmarek , s amarasinghe","lecture notes in computer science ,",2002
2554,0,the semantic web : semantics for data on the web,,,2003,daml-s : web service description for the semantic web,"a ankolekar , m burstein , jr hobbs , o lassila , d","lecture notes in computer science ,",2002
2555,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,a fast index for semistructured data,"b cooper , n sample , mj franklin , gr hjaltason , m","vldb ,",2001
2556,1,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,qc-trees : an effective summary structure for semantic olap,"lvs lakshmanan , j pei , y zhao","proceedings of the 2003 acm sigmod international conference & hellip ; ,",
2557,1,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,on the computation of multidimensional aggregates,"a sameet , a rakesh , md prasada ? |","proceedings of the 22nd international conference on very & hellip ; ,",
2558,0,reconciling schemas of disparate data sources : a machine-learning approach,"a doan , p domingos , a halevy",sigmod conference,2001,learning to match the schemas of data sources : a multistrategy approach,"ah doan , p domingos , a halevy","machine learning ,",2003
2559,0,querying heterogeneous information sources using source descriptions,"a levy , a rajaraman , j ordille",vldb,1996,object exchange across heterogeneous information sources,"mj carey , lm haas , pm schwarz , m arya , wf cody , r","technical report , stanford university ,",
2560,0,editorial,,,2001,guest editorial,p aplin,,
2561,1,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"a dogac , y tambag , p pembecioglu , s pektas , g laleci , g kurt , s toprak , y kabak",sigmod conference,2002,y. kabak ( 2002 ) a ?? an ebxml infrastructure implementation through uddi registries and rosettanet pips,"a dogac , y tambag , p pembecioglu , s pektas , gb",proceedings of the 2002 acm sigmod international conference,
2562,0,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,widomj ( 2003 ) adaptivefiltersforcontinuous queries over distributed data streams,jj olstonc,proceedings of acm sigmod,
2563,1,e-services - guest editorial,,,2001,guest editorial,"f casati , mc shan , d georgakopoulos","the vldb journal the international journal on very large & hellip ; ,",2001
2564,0,optimizing multiple dimensional queries simultaneously in multidimensional databases,"w liang , m orlowska , j yu",vldb j.,2000,optimizing multi-feature queries for image databases,"u guntzer , wt balke , w kie??ling","proc . of the twenty-sixth international conference on very & hellip ; ,",2000
2565,0,aurora : a new model and architecture for data stream management,"d abadi , d carney , u §éetintemel , m cherniack , c convey , s lee , m stonebraker , n tatbul , s zdonik",vldb j.,2003,aurora : a data stream management system ( demo description ),"d abadi , d carney , u cetintemel , m cherniack , c",proceedings of the 2003 acm sigmod conference on management,
2566,0,amicalola report : database and information system research challenges and opportunities in semantic web and enterprises,"a sheth , r meersman",sigmod record,2002,real-time database and information systems : research advances,"a bestavros , v fay-wolfe",,1997
2567,0,sampling large databases for association rules,h toivonen,vldb,1996,srikant . r. fast algorithms for mining association rules,r agrawal,"& hellip ; conference very large databases , santiago , chile",
2568,1,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom",vldb,1997,"dataguides : enabling query formulation and optimization in semistructured databases , r. goldman , j.",r goldman,vldb,
2569,0,materialized view selection for multidimensional datasets,"a shukla , p deshpande , j naughton",vldb,1998,lvs a ?? a foundation for multi-dimensional databasesa ??,ml gyssens,"proc . 22 ndvldb conference , india ,",
2570,1,sleepers and workaholics : caching strategies in mobile environments,"d barbar§ã , t imielinski",sigmod conference,1994,"sleepers and workaholics : caching strategies in mobile environments , ao very large databases j","d barbara , t imielinski",,1995
2571,0,metu object-oriented dbms,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin",sigmod conference,1994,improving object-oriented analysis,g eckerta ? |,,1994
2572,0,dblearn : a system prototype for knowledge discovery in relational databases,"j han , y fu , y huang , y cai , n cercone",sigmod conference,1994,semint : a system prototype for semantic integration in heterogeneous databases,"ws li , c clifton","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
2573,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,native xml database management systems : the survey,"k chatzinas , h meng",,
2574,0,integrating information for on demand computing,n mattos,vldb,2003,information integration,a levy,,
2575,0,hypertext databases and data mining,,,1999,tutorial database mining,r agrawal,"proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,",1994
2576,0,tavant system architecture for sell-side channel management,"s narayanan , s subramanian",vldb,2001,the architecture of an active data base management system,"dr mecartny , u dayal","proc . acm sigmod , portland ,",
2577,0,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996,secure transaction processing in firm real-time database systems,"b george , j haritsa","sigmod conference ,",1997
2578,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,g. jomier consistency of versions in object-oriented databases in proc,w cellary,,
2579,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,the aoodb workbench : an environment for the design of active object-oriented databases,"w obermair , w retschitzegger , a hirnschall , g",,
2580,0,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,stream processing of xpath queries with predicates,"f peng , ss chawathe",,2003
2581,0,xsb as a deductive database,"k sagonas , t swift , d warren",sigmod conference,1994,indalog : a declarative deductive database language,"jm almendros-jimenez , a becerra-teron",,
2582,0,foreword : management of semistructured data,,,1997,change management in heterogeneous semistructured databases,"s chawathe , v gossain , x liu , j widom , s abiteboul",,1997
2583,0,user interfaces ; who cares ?,s spaccapietra,vldb,1994,user interface design,h thimbley,"acm-press new york ,",
2584,0,optimizing queries with universal quantification in object-oriented and object-relational databases,"j clau§áen , a kemper , g moerkotte , k peithner",vldb,1997,queries and query processing in object-oriented database systems,"dd straube , mt ??zsu","acm transactions on information systems ( tois ) ,",1990
2585,0,editor 's notes,,,1997,editors ' notes,jh astrachan,,
2586,0,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,disima : a distributed and interoperable image database system,"v oria , mt ??zsu , pj iglinski , s lin , b yao","proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000
2587,0,data stream query processing : a tutorial,,,2003,approximate query processing : taming the terabytes ( tutorial ),"pb gibbons , m garofalakis",,2001
2588,1,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",vldb,1994,faloutsos . hilbertr-tree : animproved r-tree using fractals,i kamelandc,"proceedings 20th international conference on very large & hellip ; ,",
2589,0,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , jf","& hellip ; international conference on very large data bases table of & hellip ; ,",1996
2590,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,keyword search in relational databases,dp sokol,,
2591,0,editorial,,,2001,guest editorial,s chaudhuri,"data mining and knowledge discovery ,",2000
2592,1,sleepers and workaholics : caching strategies in mobile environments,"d barbar§ã , t imielinski",vldb j.,1995,sleeper and workaholics : caching strategies in mobiles environments,"br badrinath , t imielinski","proceedings of the acm sigmod international conference on & hellip ; ,",
2593,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,rule management in objectoriented database systems,"o diaz , nw paton , pmd gray","proc . vldb ,",
2594,0,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,fast algorithms for mining association rules . 20th int,"r agrawal , r skrikant","conf . on very large databases ( vldb ) . santiago de chile ,",
2595,0,metu interoperable database system,"a dogac , c dengi , e kilic , g §Øzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,modern database systems,w kima ? |,,1995
2596,0,proximity search in databases,"r goldman , n shivakumar , s venkatasubramanian , h garcia-molina",vldb,1998,research issues in spatial databases,o guenther,"sigmod record ,",1990
2597,0,data analysis and mining in the life sciences,n huyn,sigmod record,2001,"special issue on data management , analysis , and mining for the life sciences","t gaasterland , h jagadish , l raschid","the vldb journal the international journal on very large & hellip ; ,",2005
2598,0,an approximate search engine for structural databases,"j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg",sigmod conference,2000,an efficient index structure for string databases,"t kahveci , ak singh","vldb ,",2001
2599,0,"database research at the indian institute of technology , bombay","d phatak , n sarda , s seshadri , s sudarshan",sigmod record,1996,database research at the university of oklahoma .,acms anthology,"sigmod record ,",1999
2600,0,explaining differences in multidimensional aggregates,s sarawagi,vldb,1999,on the computation of multidimensional aggregates,"a sameet , a rakesh , md prasada ? |","proceedings of the 22nd international conference on very & hellip ; ,",
2601,0,enhancing external consistency in real-time transactions,"k lin , s peng",sigmod record,1996,on real-time transactions,"ja stankovic , w zhao","sigmod record ,",1988
2602,0,parametric query optimization for linear and piecewise linear cost functions,"a hulgeri , s sudarshan",vldb,2002,optimization with piecewise-affine cost functions,"g ferrari-trecate , p letizia , m spedicato","automat . contr . lab. , eth zurich , zurich , switzerland , tech . & hellip ; ,",
2603,0,building a laboratory information system around a c++ - based object-oriented dbms,"n goodman , s rozen , l stein",vldb,1994,troll : a language for object-oriented specification of information systems,"r jungclaus , g saake , t hartmann , c sernadas","acm transactions on information systems ( tois ) ,",1996
2604,0,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996,idi : informative summarization of differences in multidimensional aggregates,s sarawagi,,
2605,0,data management challenges in crm,g colliat,sigmod conference,2003,issues in data stream management,l golab,"sigmod record ,",2003
2606,0,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,selection and maintenance of views in a data warehouse,h gupta,,1999
2607,1,timber : a native xml database,"h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu",vldb j.,2002,"timber : a native xml database , 2003","hv jagadish , s al-khalifa , a chapman , lvs",vldb,
2608,1,model and verification of a data manager based on aries,d kuo,acm trans . database syst .,1996,model and verification of a data manager based on aries,d kuo,"acm transactions on database systems ,",1996
2609,0,sql query optimization : reordering for a general class of queries,"p goel , b iyer",sigmod conference,1996,outerjoin simplification and reordering for query optimization,"c galindo-legaria , a rosenthal","acm transactions on database systems ,",1997
2610,0,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,continuously adaptive query processinga ??,arh jma ?? eddies,"proc . acm sigmod int . conf . management of data , dallas , tx , & hellip ; ,",
2611,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,multidimensional version for object-oriented databases,e sciore,"proceedings vldb ,",
2612,0,paradise : a database system for gis applications,p team,sigmod conference,1995,neptune : a hypertext system for cad applications,"n delisle , m schwartz",proceedings of the 1986 acm sigmod international conference,
2613,0,editor 's notes,l liu,sigmod record,2001,editora ?? s notes,gr maughan,"new directions for higher education ,",2001
2614,0,lopix : a system for xml data integration and manipulation,w may,vldb,2001,raccoon : a peer-based system for data integration and sharing,"c li , j li , q zhong","data engineering , 2004 . proceedings . 20th international",
2615,0,an overview of data warehousing and olap technology,"s chaudhuri , u dayal",sigmod record,1997,of data warehouseing and olap technology,csdua overview,"sigmod record ,",
2616,0,an approximate search engine for structural databases,"j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg",sigmod conference,2000,a search engine for natural language applications,"mj cafarella , o etzioni",,
2617,0,maintenance of data cubes and summary tables in a warehouse,"i mumick , d quass , b mumick",sigmod conference,1997,self maintenance of multiple views in data warehousing,"s samtani , v kumar , m mohania",,
2618,0,repositories and object oriented databases,p bernstein,sigmod record,1998,a model of queries for object-oriented databases,w kim,"vldb ,",1989
